n,a,u,v,s,t,scaled,residual
26,8,7,17,1792,4352,242.10792707089956,0.9457340901207014
26,8,7,19,1792,4864,242.13706930708858,0.9458479269808148
26,8,9,11,2304,2816,242.12736866223932,0.9458100338368723
26,8,9,13,2304,3328,242.26177246093607,0.9463350486755315
26,8,9,17,2304,4352,242.12615394189913,0.9458052888355435
26,8,9,19,2304,4864,242.1168702167044,0.9457690242840016
26,8,11,13,2816,3328,242.08818322149628,0.9456569657089698
26,8,11,15,2816,3840,242.082809771281,0.9456359756690664
26,8,11,17,2816,4352,242.0783830567269,0.9456186838153394
26,8,11,19,2816,4864,242.10180066008095,0.9457101588284412
26,8,13,15,3328,3840,242.18909794073508,0.9460511638309964
26,8,13,17,3328,4352,242.09767959545422,0.9456940609197431
26,8,13,19,3328,4864,242.08955710101415,0.9456623324258365
26,8,15,17,3840,4352,245.91079831376612,0.9605890559131489
26,9,3,5,1536,2560,368.2202810187811,0.7191802363648069
26,9,3,7,1536,3584,368.21547008931014,0.7191708400181839
26,9,3,11,1536,5632,368.0845223322971,0.7189150826802678
26,9,3,13,1536,6656,368.0700656240792,0.7188868469220296
26,9,3,17,1536,8704,368.1900333679648,0.7191211589218063
26,9,3,19,1536,9728,368.01292651486864,0.7187752470993528
26,9,5,7,2560,3584,368.0487688041523,0.71884525157061
26,9,5,9,2560,4608,368.1551306760073,0.7190529896015767
26,9,5,11,2560,5632,368.0253602926129,0.7187995318215096
26,9,5,13,2560,6656,368.41231920501883,0.7195553109473024
26,9,5,17,2560,8704,369.2022639060618,0.7210981716915269
26,9,5,19,2560,9728,367.92783078803325,0.7186090445078774
26,9,7,9,3584,4608,371.18196085095826,0.7249647672870279
26,9,7,11,3584,5632,368.0013332142314,0.7187526039340457
26,9,7,13,3584,6656,368.33132766457095,0.7193971243448651
26,9,7,15,3584,7680,368.03862325057025,0.71882543603627
26,9,7,17,3584,8704,367.8769971166107,0.7185097599933803
26,9,7,19,3584,9728,368.02530086622863,0.7187994157543528
26,9,9,11,4608,5632,367.91025382599753,0.7185747145039014
26,9,9,13,4608,6656,368.37638169902266,0.7194851205059036
26,9,9,17,4608,8704,367.92354784447684,0.7186006793837438
26,9,9,19,4608,9728,367.96337977947564,0.7186784761317884
26,9,11,13,5632,6656,367.86447810332436,0.7184853087955554
26,9,11,15,5632,7680,367.78407602996725,0.7183282734960298
26,9,11,17,5632,8704,367.75606063661473,0.7182735559308882
26,9,11,19,5632,9728,367.8252926640828,0.7184087747345367
26,9,13,15,6656,7680,368.1896133914083,0.7191203386550943
26,9,13,17,6656,8704,367.8694866319358,0.7184950910779996
26,9,13,19,6656,9728,367.8586645110423,0.7184739541231295
26,9,15,17,7680,8704,381.8062017576891,0.7457152378079865
26,10,3,5,3072,5120,968.7988995733633,0.9460926753646126
26,10,3,7,3072,7168,968.8417972903178,0.946134567666326
26,10,3,11,3072,11264,968.3529100014925,0.9456571386733326
26,10,3,13,3072,13312,968.3873493038259,0.9456907708045175
26,10,3,17,3072,17408,968.7134916313111,0.9460092691712022
26,10,3,19,3072,19456,968.2232719277198,0.9455305389919139
26,10,5,7,5120,7168,968.2681568095202,0.945574371884297
26,10,5,9,5120,9216,968.5164104761761,0.9458168071056408
26,10,5,11,5120,11264,968.1555135778921,0.9454643687284102
26,10,5,13,5120,13312,969.5233395450202,0.9468001362744338
26,10,5,17,5120,17408,972.3069488066269,0.9495185046939716
26,10,5,19,5120,19456,967.8533654723515,0.9451693022190932
26,10,7,9,7168,9216,977.8378413487304,0.9549197669421196
26,10,7,11,7168,11264,968.0622340139016,0.9453732754042008
26,10,7,13,7168,13312,969.7124880974438,0.94698485165766
26,10,7,15,7168,15360,968.2012357195192,0.945509019257343
26,10,7,17,7168,17408,967.7385752987359,0.9450572024401718
26,10,7,19,7168,19456,968.3133933557701,0.9456185481989943
26,10,9,11,9216,11264,967.6554322271481,0.9449760080343244
26,10,9,13,9216,13312,969.4183922335284,0.9466976486655551
26,10,9,17,9216,17408,967.6921206809689,0.9450118366025086
26,10,9,19,9216,19456,967.847006848043,0.945163092625042
26,10,11,13,11264,13312,967.4046591047872,0.9447311124070188
26,10,11,15,11264,15360,967.2060110596981,0.9445371201754864
26,10,11,17,11264,17408,967.132253291703,0.9444650911051787
26,10,11,19,11264,19456,967.5979652188864,0.9449198879090688
26,10,13,15,13312,15360,968.5555610950972,0.9458550401319309
26,10,13,17,13312,17408,967.9738997677599,0.945287011491953
26,10,13,19,13312,19456,967.6530190680711,0.9449736514336632
26,10,15,17,15360,17408,1017.7233270643875,0.9938704365863159
26,11,3,5,6144,10240,1472.6237586503175,0.7190545696534754
26,11,3,7,6144,14336,1474.0217404330997,0.7197371779458495
26,11,3,11,6144,22528,1471.5851349077034,0.718547429154152
26,11,3,13,6144,26624,1471.4798382213735,0.71849601475653
26,11,3,17,6144,34816,1472.2657206324518,0.7188797464025644
26,11,3,19,6144,38912,1470.820053764984,0.7181738543774336
26,11,5,7,10240,14336,1471.4338242146578,0.7184735469798134
26,11,5,9,10240,18432,1471.5657589432258,0.718537968233997
26,11,5,11,10240,22528,1470.9736961775113,0.7182488750866755
26,11,5,13,10240,26624,1475.7930747373928,0.7206020872741176
26,11,5,17,10240,34816,1479.8715169942088,0.7225935141573285
26,11,5,19,10240,38912,1469.3065896825865,0.7174348582434504
26,11,7,9,14336,18432,1498.9986587395379,0.731932938837665
26,11,7,11,14336,22528,1470.6434068480166,0.7180876010000081
26,11,7,13,14336,26624,1474.5614480090528,0.7200007070356703
26,11,7,15,14336,30720,1470.9101252806227,0.718217834609679
26,11,7,17,14336,34816,1468.9717925061566,0.7172713830596468
26,11,7,19,14336,38912,1472.4000944156016,0.718945358601368
26,11,9,11,18432,22528,1468.896271813141,0.7172345077212603
26,11,9,13,18432,26624,1473.6397551993805,0.7195506617184475
26,11,9,17,18432,34816,1468.0534134364295,0.7168229557795066
26,11,9,19,18432,38912,1471.5506925223801,0.7185306115831934
26,11,11,13,22528,26624,1469.41963380451,0.7174900555686085
26,11,11,15,22528,30720,1467.213272834161,0.7164127308760552
26,11,11,17,22528,34816,1466.8435830738379,0.7162322182977724
26,11,11,19,22528,38912,1468.7578662845497,0.7171669268967528
26,11,13,15,26624,30720,1471.4064703218642,0.7184601905868477
26,11,13,17,26624,34816,1468.496527273107,0.7170393199575718
26,11,13,19,26624,38912,1469.6479138715533,0.7176015204450944
26,11,15,17,30720,34816,1571.398696600693,0.7672845198245571
26,12,3,5,12288,20480,3876.7573483085625,0.9464739619893952
26,12,3,7,12288,28672,3877.7387519798503,0.9467135624950807
26,12,3,11,12288,45056,3872.5259599014025,0.9454409081790534
26,12,3,13,12288,53248,3871.593952882902,0.9452133674030523
26,12,3,17,12288,69632,3873.175160516444,0.94559940442296
26,12,3,19,12288,77824,3870.4602623810943,0.9449365874953843
26,12,5,7,20480,28672,3869.4665277245886,0.9446939764952609
26,12,5,9,20480,36864,3873.2703959886653,0.9456226552706702
26,12,5,11,20480,45056,3869.8016707525953,0.9447757985235828
26,12,5,13,20480,53248,3884.8947033717227,0.948460620940362
26,12,5,17,20480,69632,3902.7040122718213,0.9528085967460501
26,12,5,19,20480,77824,3864.052327319183,0.9433721502244099
26,12,7,9,28672,36864,3954.7524742583037,0.9655157407857187
26,12,7,11,28672,45056,3869.1671681467533,0.9446208906608284
26,12,7,13,28672,53248,3883.7954298329587,0.9481922436115622
26,12,7,15,28672,61440,3866.4028860762296,0.9439460171084545
26,12,7,17,28672,69632,3860.6087473476687,0.9425314324579269
26,12,7,19,28672,77824,3872.1270273442788,0.9453435125352243
26,12,9,11,36864,45056,3863.689779622728,0.9432836376032051
26,12,9,13,36864,53248,3879.642143684033,0.9471782577353596
26,12,9,17,36864,69632,3857.8318577012938,0.9418534808841049
26,12,9,19,36864,77824,3868.951031425101,0.9445681229065188
26,12,11,13,45056,53248,3862.1454717754305,0.9429066093201734
26,12,11,15,45056,61440,3856.2425869196186,0.9414654753221725
26,12,11,17,45056,69632,3853.404678056004,0.9407726264785166
26,12,11,19,45056,77824,3865.3565465761394,0.9436905631289403
26,12,13,15,53248,61440,3867.795327507077,0.9442859686296575
26,12,13,17,53248,69632,3856.443110885443,0.9415144313685163
26,12,13,19,53248,77824,3871.8972952074923,0.9452874255877667
26,12,15,17,61440,69632,4162.7856035364985,1.016305078988403
26,13,3,5,24576,40960,5900.272289551165,0.7202480822206012
26,13,3,7,24576,57344,5904.464481529474,0.7207598244054534
26,13,3,11,24576,90112,5878.130004599956,0.7175451665771431
26,13,3,13,24576,106496,5878.144653768996,0.7175469548057857
26,13,3,17,24576,139264,5875.446720147382,0.7172176172054909
26,13,3,19,24576,155648,5877.23330042103,0.7174357056178016
26,13,5,7,40960,57344,5875.241709636706,0.717192591508387
26,13,5,9,40960,73728,5887.137987587214,0.7186447738753924
26,13,5,11,40960,90112,5868.788705018382,0.7164048712180642
26,13,5,13,40960,106496,5935.044896761738,0.7244927852492355
26,13,5,17,40960,139264,5930.599816559783,0.7239501729198954
26,13,5,19,40960,155648,5858.6383842010555,0.7151658183839179
26,13,7,9,57344,73728,6148.25921581634,0.7505199238057055
